"data_id" "activity_type" "subject_id" "direction" "mean of means of acceleration on body over time" "mean of means of gravitational acceleration signal over time" "mean of means of jerk on body over time" "mean of means of gyroscopic acceleration on body over time" "mean of means of gyroscopic jerk on body over time" "mean of standard deviations of acceleration on body over time" "mean of standard deviations of gravitational acceleration signal over time" "mean of standard deviations of jerk on body over time" "mean of standard deviations of gyroscopic acceleration on body over time" "mean of standard deviations of gyroscopic jerk on body over time" "mean of means of body acceleration frequency signal" "mean of means of jerk frequency signals" "mean of means of gyroscopic frequency signal of body" "mean of standard deviations of acceleration frequency signal" "mean of standard deviations of jerk frequency signal" "mean of standard deviations of gyroscopic frequency signal of body"
"standing-14-X" "standing" "14" "X" 0.280545613833333 0.95294546 0.00077338871 0.063614211 -0.13874362 -0.973268905 -0.81894161 -0.94540195 -0.9073114 -0.89276259 -0.9726995625 -0.94126237 -0.87986486 -0.973605553666667 -0.95581047 -0.91597477
"standing-14-Y" "standing" "14" "Y" -0.01520781344 -0.20910928 -0.13151208 0.40393511 -0.12162039 -0.928525725333333 -0.71982324 -0.9417711 -0.79770927 -0.81278977 -0.942178248333333 -0.93644156 -0.75379446 -0.926055903 -0.95375643 -0.83186118
"standing-14-Z" "standing" "14" "Z" -0.103817701790667 -0.24796296 -0.21112446 -0.13053572 0.031128876 -0.9222763115 -0.42440345 -0.91653381 -0.8776967 -0.92715427 -0.9424220265 -0.89685349 -0.8607226 -0.917781858666667 -0.93749828 -0.89489533
"standing-15-X" "standing" "15" "X" 0.278915803962264 0.95952867 0.07618907 -0.01429068 -0.098876694 -0.988949247358491 -0.94251386 -0.93639367 -0.93670445 -0.91539923 -0.986724998867925 -0.93524702 -0.91012782 -0.990060962641509 -0.94360645 -0.94537899
"standing-15-Y" "standing" "15" "Y" -0.0183516360396226 -0.1416968 0.024307118 0.16257913 -0.091795205 -0.931900148301887 -0.96875341 -0.90731794 -0.82471265 -0.92747839 -0.943348788679245 -0.90154865 -0.84747072 -0.930286443396226 -0.92216094 -0.81310105
"standing-15-Z" "standing" "15" "Z" -0.105910832679245 0.13666794 0.050443152 0.048073517 -0.043980507 -0.951670257924528 -0.88200334 -0.93117002 -0.95662386 -0.94626814 -0.965473514528302 -0.91448941 -0.93780148 -0.947905911320755 -0.94876588 -0.968976
"standing-16-X" "standing" "16" "X" 0.283497402948718 0.95092201 0.073313838 -0.040429015 -0.12888739 -0.989076811794872 -0.98138212 -0.99184721 -0.96051813 -0.98100729 -0.989427670897436 -0.99123135 -0.95197912 -0.989100620641026 -0.99339289 -0.96316239
"standing-16-Y" "standing" "16" "Y" -0.0165999672935897 -0.17961817 -0.00059134079 -0.10952663 -0.066067759 -0.960298267692308 -0.99261369 -0.9888832 -0.97667103 -0.98559373 -0.96931401525641 -0.98808494 -0.97360223 -0.958174310128205 -0.99082329 -0.97888685
"standing-16-Z" "standing" "16" "Z" -0.103657729076923 -0.14646236 -0.068561206 0.14599423 -0.074282605 -0.953468961666667 -0.88164976 -0.98861221 -0.97333697 -0.99604799 -0.969999504230769 -0.98480513 -0.9752541 -0.948540267051282 -0.99153659 -0.9749476
"standing-17-X" "standing" "17" "X" 0.277942503333333 0.91971682 0.069242058 0.030276432 -0.12703399 -0.991163919871795 -0.98185174 -0.95778753 -0.92809828 -0.91928631 -0.990927533846154 -0.96029907 -0.90351709 -0.991318528333333 -0.95874858 -0.93591914
"standing-17-Y" "standing" "17" "Y" -0.0174120064169231 -0.19257238 -0.024974282 0.14239994 -0.078532459 -0.968176663717949 -0.93221229 -0.96187509 -0.86393407 -0.92699342 -0.97417056948718 -0.96049766 -0.87579186 -0.966427323846154 -0.96651822 -0.85792394
"standing-17-Z" "standing" "17" "Z" -0.111432145565 -0.24499801 -0.0010368702 0.10424256 -0.058856539 -0.970462679230769 -0.89224592 -0.96026727 -0.92226161 -0.93069325 -0.980231575769231 -0.95490661 -0.91110271 -0.966999000897436 -0.96420971 -0.93331656
"standing-18-X" "standing" "18" "X" 0.278458805890411 0.96488204 0.073959114 -0.048035314 -0.094567026 -0.992019762739726 -0.99838332 -0.99247114 -0.95083226 -0.98039592 -0.990409919315068 -0.99262276 -0.95873074 -0.992789068493151 -0.99294218 -0.94956164
"standing-18-Y" "standing" "18" "Y" -0.0166353518150685 -0.14861413 0.032091399 -0.12816567 -0.036263764 -0.95422343630137 -0.96912179 -0.97731833 -0.98188701 -0.99419252 -0.961239135479452 -0.97689968 -0.98706032 -0.952911994794521 -0.97951536 -0.97919245
"standing-18-Z" "standing" "18" "Z" -0.108453355945205 0.096765223 0.0014525787 0.082646048 -0.056284909 -0.961873909178082 -0.98561919 -0.98917743 -0.98501503 -0.99280945 -0.975772813972603 -0.98577402 -0.98638426 -0.957216177945206 -0.99157363 -0.98574018
"standing-19-X" "standing" "19" "X" 0.27817226 0.93982213 0.059535629 -0.01370554 -0.087201452 -0.989910996849315 -0.98641633 -0.9323857 -0.88654886 -0.89100242 -0.987352048356164 -0.92979304 -0.85912628 -0.991161671369863 -0.9418164 -0.89519997
"standing-19-Y" "standing" "19" "Y" -0.0154244056945205 -0.2448649 -0.029997188 -0.27495079 -0.035524194 -0.944430270684931 -0.97601677 -0.95584755 -0.87946422 -0.93479976 -0.952872872465753 -0.95535143 -0.89586525 -0.943193755068493 -0.95968943 -0.87105017
"standing-19-Z" "standing" "19" "Z" -0.10904190460274 0.1449724 0.011989074 0.18370867 -0.09421368 -0.952599653972603 -0.9033332 -0.96632281 -0.92343016 -0.93781453 -0.968543351780822 -0.95858566 -0.90579589 -0.947753961643836 -0.97345767 -0.93714797
"standing-2-X" "standing" "2" "X" 0.277911472222222 0.93648925 0.072046007 0.11997616 -0.20489621 -0.987271889259259 -0.92542727 -0.90668276 -0.88308911 -0.90122415 -0.983946739814815 -0.89963316 -0.82355788 -0.989056469814815 -0.92442913 -0.90326274
"standing-2-Y" "standing" "2" "Y" -0.0184208270166667 -0.28271916 0.045754401 -0.091792335 -0.17448771 -0.957304989259259 -0.93701413 -0.93801639 -0.8161636 -0.91086005 -0.959871697407407 -0.937485 -0.80791598 -0.957908842222222 -0.94321038 -0.822677
"standing-2-Z" "standing" "2" "Z" -0.105908536055556 0.11528825 -0.10604266 0.18962854 -0.09338934 -0.949741851296296 -0.56428842 -0.93593583 -0.94088123 -0.93925042 -0.962471195740741 -0.9235514 -0.91791256 -0.946433583518518 -0.94789152 -0.95616508
"standing-20-X" "standing" "20" "X" 0.278076904657534 0.95731698 0.079289897 -0.01648305 -0.13686494 -0.967209961232877 -0.99270479 -0.97492235 -0.94894066 -0.94185947 -0.96193272890411 -0.97338283 -0.92395452 -0.96980617890411 -0.97919261 -0.95733039
"standing-20-Y" "standing" "20" "Y" -0.0180695049161644 -0.16918009 0.057221836 -0.047608008 -0.11197298 -0.87541041109589 -0.93397547 -0.96858838 -0.9221281 -0.9521158 -0.898194212465753 -0.96457629 -0.90612425 -0.872525409452055 -0.97693977 -0.93439774
"standing-20-Z" "standing" "20" "Z" -0.100402759931507 0.11199932 -0.038817035 0.11939368 -0.09300144 -0.913142481643836 -0.93136094 -0.9679377 -0.94984045 -0.97581292 -0.929985824794521 -0.96038996 -0.94522301 -0.910995860273973 -0.97488004 -0.95590949
"standing-21-X" "standing" "21" "X" 0.27695224258427 0.89202801 0.10283049 0.16240226 -0.16694491 -0.981419961123596 -0.85934073 -0.75168274 -0.86090571 -0.75341328 -0.978327686179775 -0.72814104 -0.77798859 -0.982892836629213 -0.8059599 -0.89024452
"standing-21-Y" "standing" "21" "Y" -0.0167084730205618 -0.32142202 0.054807904 -0.024303583 -0.19248128 -0.943601625393258 -0.9296715 -0.75157583 -0.73646531 -0.80413135 -0.949694904269663 -0.73641826 -0.6882673 -0.94354515752809 -0.79092147 -0.77309365
"standing-21-Z" "standing" "21" "Z" -0.110417855808989 -0.15448608 -0.023776918 0.24723833 -0.11814358 -0.946123407078652 -0.75864693 -0.88889772 -0.79341711 -0.80239306 -0.960274142134831 -0.87263512 -0.74770867 -0.942458908314607 -0.90427383 -0.82969499
"standing-22-X" "standing" "22" "X" 0.279053861587302 0.95862928 0.08111156 -0.039919319 -0.10875073 -0.985000527142857 -0.99265864 -0.84086446 -0.85452596 -0.89267866 -0.980373909206349 -0.84710143 -0.85371168 -0.987400306031746 -0.84832276 -0.85633807
"standing-22-Y" "standing" "22" "Y" -0.0158563207496825 -0.18542602 0.057714658 -0.073895005 -0.044836858 -0.922693288412698 -0.92034078 -0.87631419 -0.86043609 -0.9558731 -0.929161387619048 -0.87503932 -0.90434534 -0.923657558412698 -0.88698988 -0.83988333
"standing-22-Z" "standing" "22" "Z" -0.104967423820635 0.098468546 0.023534063 0.069122959 -0.047264864 -0.942201655238095 -0.95898598 -0.9170366 -0.88082829 -0.94779496 -0.957101794126984 -0.90332546 -0.90288183 -0.938409884920635 -0.93002843 -0.88501952
"standing-23-X" "standing" "23" "X" 0.277899323235294 0.97939989 0.069994705 -0.028513074 -0.080240548 -0.985421519558824 -0.99578986 -0.95767528 -0.88291002 -0.93436717 -0.983627197058824 -0.95739646 -0.89504979 -0.986333385588235 -0.96185986 -0.88151297
"standing-23-Y" "standing" "23" "Y" -0.0177475547867647 -0.0045115894 -0.019259225 -0.12598613 0.025238882 -0.9584444925 -0.95936902 -0.95017712 -0.83014457 -0.92628447 -0.962831825294118 -0.95187568 -0.85574888 -0.958042411176471 -0.95160756 -0.81711788
"standing-23-Z" "standing" "23" "Z" -0.1105970177575 0.0077005753 -0.052837662 0.080137631 -0.10156965 -0.929409745147059 -0.97339353 -0.92274417 -0.91384556 -0.96162382 -0.945170568823529 -0.91197256 -0.91555211 -0.926110099117647 -0.93231277 -0.92096945
"standing-24-X" "standing" "24" "X" 0.280348883913043 0.97193851 0.074863754 -0.027454115 -0.17024131 -0.98725587115942 -0.99548094 -0.94820056 -0.90494944 -0.89418995 -0.984183633623188 -0.94855714 -0.85525195 -0.988851853478261 -0.95248994 -0.92189914
"standing-24-Y" "standing" "24" "Y" -0.0144785340348986 -0.14006713 0.051597353 -0.043873642 -0.081747387 -0.936871974347826 -0.9966037 -0.95712174 -0.8318587 -0.89878675 -0.948970158405797 -0.95668286 -0.83628241 -0.934454791304348 -0.96079681 -0.83027255
"standing-24-Z" "standing" "24" "Z" -0.108222553855072 -0.019652889 0.028948064 0.055232399 -0.068955354 -0.930283530144928 -0.93062265 -0.90084868 -0.95251247 -0.96133303 -0.953817599275362 -0.88451539 -0.94856821 -0.923802467681159 -0.91661022 -0.95809804
"standing-25-X" "standing" "25" "X" 0.278013701621622 0.8926888 0.092092834 0.013094227 -0.12746783 -0.991970126756757 -0.97286142 -0.94363167 -0.92322073 -0.90186833 -0.990093202837838 -0.94379565 -0.89302132 -0.992851743243243 -0.94857555 -0.93297682
"standing-25-Y" "standing" "25" "Y" -0.0163569730274324 -0.1658212 -0.020026138 -0.15401245 -0.0019021149 -0.954569225945946 -0.98683846 -0.92669088 -0.94605452 -0.94444951 -0.959846189054054 -0.92150018 -0.93270132 -0.95417933 -0.93937688 -0.95660091
"standing-25-Z" "standing" "25" "Z" -0.107352957594595 0.3116737 -0.042609465 0.10100945 -0.098542221 -0.964642688108108 -0.99342843 -0.9516252 -0.93972117 -0.91448513 -0.974051231216216 -0.9425154 -0.90898236 -0.96212373972973 -0.95994009 -0.95974416
"standing-26-X" "standing" "26" "X" 0.281127035405405 0.95714483 0.098317805 0.08811616 -0.18401598 -0.993069368783784 -0.95031211 -0.92532487 -0.81502817 -0.79149336 -0.991993372297297 -0.92577796 -0.7320018 -0.993702408378378 -0.931609 -0.84248775
"standing-26-Y" "standing" "26" "Y" -0.0166608306652703 -0.091280885 -0.05360855 -0.25841579 -0.067017008 -0.949466155405405 -0.95436701 -0.93511925 -0.89214278 -0.92326357 -0.958402317837838 -0.93227518 -0.8894413 -0.947829677432432 -0.94374224 -0.89453227
"standing-26-Z" "standing" "26" "Z" -0.110237796416216 0.17259696 -0.014060625 0.33253317 -0.12746833 -0.962988401351351 -0.93931756 -0.91758829 -0.88968698 -0.91852474 -0.97321515527027 -0.89835618 -0.86513896 -0.960027795540541 -0.93797566 -0.90909039
"standing-27-X" "standing" "27" "X" 0.279566921625 0.96598834 0.075475565 -0.030609205 -0.12615772 -0.9919515835 -0.98879575 -0.98822517 -0.9696925 -0.98849605 -0.99012181225 -0.98673305 -0.95900867 -0.99287582525 -0.99136167 -0.97306805
"standing-27-Y" "standing" "27" "Y" -0.016593236445 -0.18360973 0.047951415 -0.093036431 -0.033326546 -0.955171419 -0.93568717 -0.98177778 -0.97887875 -0.99179815 -0.961356141125 -0.98037018 -0.98349155 -0.954381606375 -0.9851048 -0.97640616
"standing-27-Z" "standing" "27" "Z" -0.107835818025 0.023674993 0.01930565 0.049372267 -0.055045126 -0.962408444875 -0.90972455 -0.98265274 -0.97917304 -0.99119389 -0.97414624525 -0.97979765 -0.98296992 -0.958924794125 -0.98409451 -0.97966886
"standing-28-X" "standing" "28" "X" 0.277795069113924 0.94889347 0.069979021 0.029122743 -0.099345935 -0.977748638607595 -0.96587275 -0.92055806 -0.90357063 -0.82887378 -0.97251980164557 -0.92050706 -0.85461706 -0.98026749 -0.92788336 -0.92016602
"standing-28-Y" "standing" "28" "Y" -0.0172635124672152 -0.24775248 -0.043470729 -0.06903904 -0.15070212 -0.875689216835443 -0.88717284 -0.89584103 -0.85853602 -0.89184556 -0.893430392658228 -0.89942595 -0.83192999 -0.87446926556962 -0.89888062 -0.87878279
"standing-28-Z" "standing" "28" "Z" -0.106579385202532 0.034416009 -0.048908763 0.078222358 -0.053805101 -0.905123824177215 -0.90087146 -0.9284873 -0.90231611 -0.87266953 -0.934503028481013 -0.9122866 -0.86624534 -0.897600800886076 -0.94525488 -0.92655971
"standing-29-X" "standing" "29" "X" 0.277965065846154 0.97258004 0.080121022 -0.027476684 -0.07596224 -0.996068635384615 -0.99736223 -0.96458557 -0.86451998 -0.91079065 -0.995024039692308 -0.96437081 -0.85887361 -0.996604570307692 -0.96806275 -0.8673709
"standing-29-Y" "standing" "29" "Y" -0.0172605869061538 0.02062743 0.017490416 -0.10209917 -0.038321581 -0.969295721076923 -0.96753024 -0.94747837 -0.96123512 -0.97938007 -0.973345770461538 -0.94786263 -0.96688191 -0.968278553076923 -0.95077237 -0.95822415
"standing-29-Z" "standing" "29" "Z" -0.108659067476923 0.065239623 0.0038266486 0.097178603 -0.06753301 -0.980207488923077 -0.96441824 -0.96887962 -0.91815601 -0.96661772 -0.984096024769231 -0.96159636 -0.92886519 -0.978802973692308 -0.97551886 -0.92214017
"standing-3-X" "standing" "3" "X" 0.280046513278689 0.96296785 0.11212233 0.098123013 -0.17949258 -0.96674254295082 -0.930394 -0.78180932 -0.83342392 -0.84987152 -0.960123409508197 -0.77651007 -0.78223803 -0.969931287377049 -0.80833321 -0.84965346
"standing-3-Y" "standing" "3" "Y" -0.0143376555065574 -0.27325393 -0.044605507 0.29317541 -0.22907339 -0.893449307213115 -0.8336244 -0.90511157 -0.66074448 -0.74454172 -0.908075353770492 -0.9049632 -0.61773422 -0.89243434852459 -0.91219488 -0.69263247
"standing-3-Z" "standing" "3" "Z" -0.101621722633148 -0.033493074 -0.068564446 -0.11263211 0.32910476 -0.911419015081967 -0.33546634 -0.87088595 -0.63412345 -0.69976107 -0.939507735245902 -0.8484266 -0.45616337 -0.904801254590164 -0.8934145 -0.75022132
"standing-30-X" "standing" "30" "X" 0.277112699152542 0.97586159 0.093385753 -0.039201283 -0.11230487 -0.977559426949153 -0.9964906 -0.95003773 -0.94415929 -0.96585973 -0.972014050847458 -0.94785001 -0.94103111 -0.980426575762712 -0.95734997 -0.94545119
"standing-30-Y" "standing" "30" "Y" -0.0170163887813559 -0.065339575 0.020624707 -0.12624858 -0.018578647 -0.891654527118644 -0.98676711 -0.9449888 -0.94925942 -0.95642933 -0.919475121186441 -0.94157976 -0.9400889 -0.885572781694915 -0.95377406 -0.95617474
"standing-30-Z" "standing" "30" "Z" -0.108756209835593 0.062549545 -0.071184676 0.1284404 -0.076400854 -0.912850596949152 -0.9413882 -0.93371857 -0.93539807 -0.94566803 -0.938089774915254 -0.91669731 -0.9251223 -0.907286793050847 -0.95203579 -0.94497914
"standing-4-X" "standing" "4" "X" 0.280499745892857 0.96927213 0.042117206 0.25370916 -0.12443561 -0.97692058 -0.89971021 -0.80898767 -0.81046347 -0.77391964 -0.973497549642857 -0.78777877 -0.74544905 -0.978737637678571 -0.85539564 -0.83124616
"standing-4-Y" "standing" "4" "Y" -0.00948911098553571 -0.084040058 -0.10768182 0.14790444 -0.1778617 -0.86159737875 -0.60779252 -0.82837628 -0.69826841 -0.80578458 -0.889549205 -0.81355063 -0.69429669 -0.857380281803571 -0.86236564 -0.70280422
"standing-4-Z" "standing" "4" "Z" -0.0961574905535714 0.073876458 -0.27570023 0.19970382 -0.075314463 -0.896880538392857 0.029107265 -0.88533115 -0.71643027 -0.82429702 -0.93164342125 -0.8667098 -0.71359653 -0.887554317678571 -0.90348732 -0.74314142
"standing-5-X" "standing" "5" "X" 0.282544390892857 0.96801774 0.013811321 -0.016012176 -0.12656839 -0.968591815714286 -0.81205865 -0.8475202 -0.91935873 -0.88988309 -0.964500917321429 -0.8367992 -0.8815032 -0.97066840875 -0.87540355 -0.93197153
"standing-5-Y" "standing" "5" "Y" -0.00700418554517857 -0.044242136 -0.029115576 0.40718162 -0.054214946 -0.869439913392857 -0.67810896 -0.88532071 -0.76606351 -0.7380052 -0.890796360535714 -0.88762062 -0.70271233 -0.867933178017857 -0.89070733 -0.81748153
"standing-5-Z" "standing" "5" "Z" -0.102171095696429 0.16168764 0.056413735 -0.30094776 0.19051202 -0.869327321785714 -0.55600132 -0.8686146 -0.58033127 -0.76658851 -0.915083799107143 -0.83943133 -0.49926842 -0.858231387857143 -0.90007 -0.64895964
"standing-6-X" "standing" "6" "X" 0.280346248596491 0.95471157 0.080181117 0.018188281 -0.11858818 -0.981758159649123 -0.97157205 -0.90172824 -0.9283563 -0.92134364 -0.977100287368421 -0.89731738 -0.90694449 -0.984067374035088 -0.91627013 -0.9351046
"standing-6-Y" "standing" "6" "Y" -0.0181236327175439 -0.16472984 0.024478816 0.16593266 -0.085955281 -0.921493191754386 -0.93238933 -0.91312527 -0.89331411 -0.92549556 -0.930336471754386 -0.90849747 -0.8855332 -0.921449111052632 -0.92587757 -0.89910372
"standing-6-Z" "standing" "6" "Z" -0.112172831947368 0.12358043 -0.046177186 0.17303794 -0.090007077 -0.925692371929825 -0.91862444 -0.95444979 -0.85483567 -0.8019449 -0.942864017017544 -0.94761013 -0.7878041 -0.922067224210526 -0.96002407 -0.8986522
"standing-7-X" "standing" "7" "X" 0.282723539433962 0.94951883 0.11125782 -0.18896225 0.096313228 -0.979307570377358 -0.98973037 -0.94900959 -0.6623936 -0.93803416 -0.976681834339623 -0.94956853 -0.63856166 -0.980541336037736 -0.95298773 -0.67212087
"standing-7-Y" "standing" "7" "Y" -0.0145740341037736 -0.12206182 0.027746054 0.014343674 -0.077985388 -0.923400921886792 -0.97662144 -0.96124426 -0.93030875 -0.95946726 -0.941883783773585 -0.9607657 -0.93158779 -0.919118753018868 -0.96467901 -0.9299147
"standing-7-Z" "standing" "7" "Z" -0.0997778303207547 -0.2067493 0.0029467144 0.14166377 -0.07702048 -0.917064168490566 -0.96171863 -0.96560633 -0.90267345 -0.97079015 -0.938550519811321 -0.96005726 -0.92521455 -0.912358813773585 -0.96989209 -0.90488367
"standing-8-X" "standing" "8" "X" 0.279620986111111 0.96809287 0.075058842 -0.034924432 -0.12025483 -0.988815418148148 -0.96337007 -0.91314039 -0.93476037 -0.89887409 -0.988219862222222 -0.90796579 -0.89868437 -0.98918374962963 -0.92769999 -0.94724905
"standing-8-Y" "standing" "8" "Y" -0.0148113067148148 -0.095332545 -0.16159302 0.28661484 -0.14519574 -0.938479429074074 -0.7651814 -0.94526423 -0.79018565 -0.84692094 -0.9500491 -0.93932224 -0.77183092 -0.936231722777778 -0.95808647 -0.80380154
"standing-8-Z" "standing" "8" "Z" -0.106114996837037 0.014056377 -0.14969138 -0.039702105 -0.05817733 -0.926065255185185 -0.50992138 -0.85263166 -0.91479212 -0.91430162 -0.950362935555556 -0.82715198 -0.89979471 -0.919744963888889 -0.87837363 -0.92805887
"standing-9-X" "standing" "9" "X" 0.282310057333333 0.96160999 0.10988157 0.013646726 -0.15713962 -0.975741252444444 -0.97100453 -0.87315937 -0.88337266 -0.86573351 -0.971662692 -0.87075496 -0.8329534 -0.977579248444444 -0.88772208 -0.89992817
"standing-9-Y" "standing" "9" "Y" -0.0200454954022222 -0.060821273 0.010466658 -0.04968987 -0.017124033 -0.938635759333333 -0.92428255 -0.92669473 -0.84898547 -0.9005824 -0.944849431777778 -0.92465934 -0.85114101 -0.938790016888889 -0.9347661 -0.84864652
"standing-9-Z" "standing" "9" "Z" -0.0952747481333333 0.14012217 0.093535311 0.20412199 -0.088110634 -0.919295805777778 -0.8585548 -0.92290952 -0.92464437 -0.93832956 -0.941686874222222 -0.91252798 -0.9110521 -0.913896832222222 -0.93202408 -0.93650341
"walking-1-X" "walking" "1" "X" 0.277330758736842 0.94530277 -0.15648565 -0.47972952 0.094248032 -0.283740258842105 -0.98404763 -0.18375939 -0.32354578 -0.34571615 -0.202794306326316 -0.21046447 -0.18478068 -0.319134719578947 -0.22825321 -0.36807715
"walking-1-Y" "walking" "1" "Y" -0.0173838185273684 -0.24594143 -0.14285296 0.082034033 -0.47621005 0.114461336747368 -0.92892805 -0.17046131 -0.14193972 -0.48674954 0.0897127264021053 -0.26352811 -0.19802441 0.056040006846 -0.12427445 -0.11504726
"walking-1-Z" "walking" "1" "Z" -0.111148103547368 -0.032164781 -0.11307869 0.25644309 -0.14213364 -0.260027902210526 -0.93255981 -0.6138299 -0.456598 -0.42150795 -0.331560117789474 -0.53570907 -0.30755844 -0.279686751494737 -0.69843617 -0.5653109
"walking-10-X" "walking" "10" "X" 0.278574076603774 0.95524463 -0.12958643 0.24586665 -0.12287046 -0.178709734396226 -0.93340429 -0.16371012 -0.35960188 -0.36554701 -0.114190001283019 -0.14957762 -0.25077087 -0.206366497226415 -0.25772091 -0.39524571
"walking-10-Y" "walking" "10" "Y" -0.017022351190566 -0.20401678 0.076243797 -0.2121871 -0.22801395 -0.0227431651698113 -0.91866405 0.16171279 -0.34590777 -0.53205986 0.0533911909886792 0.085938362 -0.35161212 -0.129775706316981 0.1681762 -0.3469991
"walking-10-Z" "walking" "10" "Z" -0.109057512132075 0.044092625 0.25155046 0.031288052 0.21170934 -0.395645072075472 -0.95589178 -0.53739277 -0.16510469 -0.22439843 -0.41218272245283 -0.49899433 0.0086059022 -0.435304215660377 -0.57339828 -0.30705803
"walking-11-X" "walking" "11" "X" 0.271821892881356 0.94114076 -0.036088847 -0.40460175 -0.0021053393 -0.422842071864407 -0.95067574 -0.44708099 -0.65423187 -0.5709928 -0.396533731864407 -0.44307644 -0.58676197 -0.433703311525424 -0.50265929 -0.67593015
"walking-11-Y" "walking" "11" "Y" -0.0166475833623729 -0.20659851 0.21307489 0.13830041 -0.35039468 -0.0522120750440678 -0.92842881 -0.22282833 -0.51862617 -0.74467232 -0.0830478435976271 -0.28659596 -0.54631886 -0.0966068285372881 -0.20405235 -0.50554525
"walking-11-Z" "walking" "11" "Z" -0.106096304033898 0.17058379 0.11252004 -0.14148904 0.074966112 -0.530626311355932 -0.90081644 -0.71301263 -0.47622953 -0.58680945 -0.616402910169492 -0.67923016 -0.39648551 -0.523093394915254 -0.7456321 -0.55304855
"walking-12-X" "walking" "12" "X" 0.2771286656 0.97094824 0.26643731 -0.50722922 0.04701055 -0.128898533096 -0.97271084 -0.04642251 -0.49281028 -0.49369303 -0.05435763951 -0.075839047 -0.39414855 -0.160707260634 -0.10042472 -0.52458868
"walking-12-Y" "walking" "12" "Y" -0.015560927606 -0.14938558 0.077294804 0.1271759 -0.07025175 -0.122783290008 -0.87566279 -0.23378636 -0.52719297 -0.64102133 -0.071302455092 -0.26913092 -0.51321277 -0.20851528006 -0.24619993 -0.5393632
"walking-12-Z" "walking" "12" "Z" -0.10316110632 -0.056938562 -0.0084270071 0.18201107 -0.15996513 -0.4106060626 -0.89794443 -0.56225573 -0.28100516 -0.47387323 -0.4223253002 -0.51993558 -0.25930401 -0.4521466944 -0.60264627 -0.35391513
"walking-13-X" "walking" "13" "X" 0.275883130350877 0.90089366 0.13569046 0.23775487 -0.14380093 -0.346980394210526 -0.95777993 -0.45343107 -0.55912672 -0.55841482 -0.335030121052632 -0.4544548 -0.50024682 -0.353299848947368 -0.50247029 -0.57918034
"walking-13-Y" "walking" "13" "Y" -0.0185660651947368 -0.2709002 0.32218745 -0.12769286 0.062366608 0.141866689392982 -0.94036212 -0.24202321 -0.073657846 -0.089851667 0.0955150666694737 -0.32729817 0.02892442 0.0921968931052632 -0.19955162 -0.14983263
"walking-13-Z" "walking" "13" "Z" -0.111431456192982 -0.26592938 0.16492121 -0.25797001 0.18154282 -0.220503537026316 -0.83546277 -0.22911022 -0.42718847 -0.54149438 -0.246851507561404 -0.21920449 -0.32386351 -0.269896395250877 -0.2369847 -0.51780648
"walking-14-X" "walking" "14" "X" 0.271959598644068 0.84026502 0.34889744 0.22614377 -0.060247953 -0.402639098135593 -0.93284832 -0.66156086 -0.59698268 -0.68619992 -0.421498172542373 -0.66928415 -0.55003549 -0.395859985762712 -0.68369133 -0.61345126
"walking-14-Y" "walking" "14" "Y" -0.0217785380966102 -0.22431276 0.39788387 -0.25570331 -0.3461214 -0.0536126686650847 -0.83193328 -0.48988188 -0.17107396 -0.68223304 -0.174601844847458 -0.48809879 -0.3220585 -0.0542709972186441 -0.52930899 -0.095920296
"walking-14-Z" "walking" "14" "Z" -0.106756369135593 -0.39424885 -0.11948829 -0.2214066 -0.1402345 0.0518841040022034 -0.9393998 -0.61580017 -0.31078401 -0.68796477 -0.177366434042373 -0.60463589 -0.42942941 0.0854892136933898 -0.6246616 -0.33901307
"walking-15-X" "walking" "15" "X" 0.273899207962963 0.95070853 0.091677044 -0.13084806 -0.26988223 -0.327961801111111 -0.96648883 -0.55946618 -0.37672286 -0.32411794 -0.31744092037037 -0.57647138 -0.33669074 -0.332520626851852 -0.5805907 -0.39384667
"walking-15-Y" "walking" "15" "Y" -0.0170809740090741 -0.24405953 -0.17378595 -0.023810232 -0.24319578 0.138912923691296 -0.97260054 -0.19541517 -0.63145082 -0.80713807 0.111321097159074 -0.22993261 -0.6534226 0.0805646237194445 -0.21147217 -0.62098009
"walking-15-Z" "walking" "15" "Z" -0.107621819518519 0.10937562 -0.11882491 -0.00093986588 -0.31266529 -0.518932634814815 -0.86001999 -0.69513515 -0.37752187 -0.5507887 -0.554942138148148 -0.66132685 -0.35421475 -0.537026414814815 -0.72754403 -0.4421542
"walking-16-X" "walking" "16" "X" 0.276023564509804 0.90789442 -0.019898881 -0.11242792 -0.32017621 -0.404692523921569 -0.96641344 -0.43791721 -0.66858031 -0.68029637 -0.394790433529412 -0.51317497 -0.55920662 -0.409070488039216 -0.4119482 -0.70344708
"walking-16-Y" "walking" "16" "Y" -0.0204286929452941 -0.19721014 0.085567529 0.0279472 -0.092042061 -0.314569762352941 -0.8824521 -0.40911262 -0.68339254 -0.72871897 -0.321500667843137 -0.48057457 -0.66180055 -0.354370678627451 -0.37090917 -0.69971509
"walking-16-Z" "walking" "16" "Z" -0.108804049803922 -0.27053459 0.18625694 0.14087986 -0.053794597 -0.159799790235294 -0.96330452 -0.49714799 -0.35716038 -0.61645513 -0.244363048235294 -0.45138575 -0.43033449 -0.180501317941176 -0.54070916 -0.39356927
